tiempo,yaw1,pitch1,roll1,yaw2,pitch2,roll2,yaw3,pitch3,roll3,yaw4,pitch4,roll4,yaw5,pitch5,roll5,yaw6,pitch6,roll6,yaw7,pitch7,roll7
188.475,0.52,-0.03,-0.65, 0.33,-0.01,-2.17, 0.17,0.26,0.99, 0.57,-0.14,-2.31, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
188.484,0.52,-0.03,-0.65, 0.33,-0.01,-2.17, 0.17,0.26,0.99, 0.57,-0.14,-2.31, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
188.495,0.53,-0.03,-0.63, 0.33,-0.01,-2.17, 0.17,0.26,0.99, 0.57,-0.14,-2.31, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
188.506,0.53,-0.03,-0.63, 0.33,-0.01,-2.17, 0.17,0.26,0.99, 0.63,-0.10,-2.33, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
188.516,0.53,-0.03,-0.63, 0.33,-0.01,-2.17, 0.17,0.26,0.99, 0.63,-0.10,-2.33, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
188.525,0.53,-0.03,-0.63, 0.37,-0.00,-2.44, 0.17,0.26,0.99, 0.63,-0.10,-2.33, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
188.536,0.53,-0.03,-0.63, 0.37,-0.00,-2.44, 0.17,0.26,0.99, 0.63,-0.10,-2.33, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
188.547,0.53,-0.03,-0.63, 0.37,-0.00,-2.44, 0.17,0.26,0.99, 0.63,-0.10,-2.33, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
188.557,0.53,-0.03,-0.63, 0.37,-0.00,-2.44, 0.17,0.26,0.99, 0.63,-0.10,-2.33, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
188.567,0.53,-0.03,-0.63, 0.37,-0.00,-2.44, 0.20,0.27,0.95, 0.63,-0.10,-2.33, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
188.577,0.53,-0.03,-0.63, 0.37,-0.00,-2.44, 0.20,0.27,0.95, 0.63,-0.10,-2.33, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
188.588,0.53,-0.03,-0.63, 0.37,-0.00,-2.44, 0.20,0.27,0.95, 0.63,-0.10,-2.33, 0.05,0.01,-0.78, 0.00,0.00,0.00, 0.00,0.00,0.00
188.599,0.53,-0.04,-0.63, 0.37,-0.00,-2.44, 0.20,0.27,0.95, 0.63,-0.10,-2.33, 0.05,0.01,-0.78, 0.00,0.00,0.00, 0.00,0.00,0.00
188.608,0.53,-0.04,-0.63, 0.37,-0.00,-2.44, 0.20,0.27,0.95, 0.97,-0.07,-2.25, 0.05,0.01,-0.78, 0.00,0.00,0.00, 0.00,0.00,0.00
188.618,0.53,-0.04,-0.63, 0.37,-0.00,-2.44, 0.20,0.27,0.95, 0.97,-0.07,-2.25, 0.05,0.01,-0.78, 0.00,0.00,0.00, 0.00,0.00,0.00
188.629,0.53,-0.04,-0.63, 0.37,-0.00,-2.44, 0.20,0.27,0.95, 0.97,-0.07,-2.25, 0.05,0.01,-0.78, 0.00,0.00,0.00, 0.00,0.00,0.00
188.64,0.53,-0.04,-0.63, 0.38,-0.03,-2.43, 0.20,0.27,0.95, 0.97,-0.07,-2.25, 0.05,0.01,-0.78, 0.00,0.00,0.00, 0.00,0.00,0.00
188.651,0.53,-0.04,-0.63, 0.38,-0.03,-2.43, 0.20,0.27,0.95, 0.97,-0.07,-2.25, 0.05,0.01,-0.78, 0.00,0.00,0.00, 0.00,0.00,0.00
188.66,0.53,-0.04,-0.63, 0.38,-0.03,-2.43, 0.20,0.27,0.95, 0.97,-0.07,-2.25, 0.05,0.01,-0.78, 0.00,0.00,0.00, 0.00,0.00,0.00
188.67,0.53,-0.04,-0.63, 0.38,-0.03,-2.43, 0.20,0.27,0.95, 0.97,-0.07,-2.25, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.681,0.53,-0.04,-0.63, 0.38,-0.03,-2.43, 0.20,0.27,0.95, 0.97,-0.07,-2.25, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.692,0.53,-0.04,-0.63, 0.38,-0.03,-2.43, 0.20,0.27,0.95, 0.97,-0.07,-2.25, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.703,0.53,-0.04,-0.63, 0.38,-0.03,-2.43, 0.17,0.27,0.97, 0.97,-0.07,-2.25, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.712,0.53,-0.04,-0.63, 0.38,-0.03,-2.43, 0.17,0.27,0.97, 0.97,-0.07,-2.25, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.723,0.53,-0.04,-0.63, 0.38,-0.03,-2.43, 0.17,0.27,0.97, 0.97,-0.07,-2.25, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.733,0.53,-0.04,-0.63, 0.38,-0.03,-2.43, 0.17,0.27,0.97, 0.97,-0.07,-2.25, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.744,0.53,-0.04,-0.63, 0.38,-0.03,-2.43, 0.17,0.27,0.97, 0.97,-0.07,-2.25, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.753,0.53,-0.04,-0.63, 0.38,-0.03,-2.43, 0.17,0.27,0.97, 0.97,-0.07,-2.25, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.764,0.53,-0.04,-0.63, 0.38,-0.03,-2.43, 0.17,0.27,0.97, 0.97,-0.07,-2.25, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.774,0.53,-0.04,-0.63, 0.38,-0.03,-2.43, 0.17,0.27,0.97, 0.96,-0.08,-2.12, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.785,0.53,-0.04,-0.63, 0.38,-0.03,-2.43, 0.17,0.27,0.97, 0.96,-0.08,-2.12, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.796,0.53,-0.04,-0.63, 0.38,-0.06,-2.33, 0.17,0.27,0.97, 0.96,-0.08,-2.12, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.805,0.53,-0.04,-0.63, 0.38,-0.06,-2.33, 0.17,0.27,0.97, 0.96,-0.08,-2.12, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.816,0.52,-0.04,-0.64, 0.38,-0.06,-2.33, 0.17,0.27,0.97, 0.96,-0.08,-2.12, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.827,0.52,-0.04,-0.64, 0.38,-0.06,-2.33, 0.15,0.29,1.00, 0.96,-0.08,-2.12, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.837,0.52,-0.04,-0.64, 0.38,-0.06,-2.33, 0.15,0.29,1.00, 0.96,-0.08,-2.12, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.847,0.52,-0.04,-0.64, 0.38,-0.06,-2.33, 0.15,0.29,1.00, 0.96,-0.08,-2.12, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.857,0.52,-0.04,-0.64, 0.38,-0.06,-2.33, 0.15,0.29,1.00, 0.96,-0.08,-2.12, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.868,0.52,-0.03,-0.65, 0.38,-0.06,-2.33, 0.15,0.29,1.00, 0.96,-0.08,-2.12, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.879,0.52,-0.03,-0.65, 0.38,-0.06,-2.33, 0.15,0.29,1.00, 0.96,-0.08,-2.12, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.889,0.52,-0.03,-0.65, 0.34,-0.07,-2.11, 0.15,0.29,1.00, 0.96,-0.08,-2.12, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.898,0.52,-0.03,-0.65, 0.34,-0.07,-2.11, 0.15,0.29,1.00, 0.96,-0.08,-2.12, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.909,0.52,-0.03,-0.65, 0.34,-0.07,-2.11, 0.14,0.30,1.01, 0.96,-0.08,-2.12, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.92,0.52,-0.03,-0.65, 0.34,-0.07,-2.11, 0.14,0.30,1.01, 0.91,-0.10,-1.98, 0.04,0.01,-0.76, 0.00,0.00,0.00, 0.00,0.00,0.00
188.931,0.52,-0.03,-0.65, 0.34,-0.07,-2.11, 0.14,0.30,1.01, 0.91,-0.10,-1.98, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
188.94,0.52,-0.03,-0.65, 0.34,-0.07,-2.11, 0.14,0.30,1.01, 0.91,-0.10,-1.98, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
188.95,0.52,-0.03,-0.65, 0.34,-0.07,-2.11, 0.14,0.30,1.01, 0.91,-0.10,-1.98, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
188.961,0.52,-0.03,-0.65, 0.34,-0.07,-2.11, 0.14,0.30,1.01, 0.91,-0.10,-1.98, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
188.972,0.52,-0.03,-0.65, 0.34,-0.07,-2.11, 0.14,0.30,1.01, 0.91,-0.10,-1.98, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
188.983,0.52,-0.03,-0.65, 0.34,-0.07,-2.11, 0.14,0.30,1.01, 0.91,-0.10,-1.98, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
188.992,0.52,-0.03,-0.65, 0.32,-0.07,-1.95, 0.14,0.30,1.01, 0.91,-0.10,-1.98, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.003,0.51,-0.02,-0.66, 0.32,-0.07,-1.95, 0.14,0.30,1.01, 0.91,-0.10,-1.98, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.013,0.51,-0.02,-0.66, 0.32,-0.07,-1.95, 0.14,0.30,1.01, 0.91,-0.10,-1.98, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.024,0.51,-0.02,-0.66, 0.32,-0.07,-1.95, 0.12,0.26,1.09, 0.91,-0.10,-1.98, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.035,0.51,-0.02,-0.66, 0.32,-0.07,-1.95, 0.12,0.26,1.09, 0.88,-0.13,-1.99, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.044,0.51,-0.02,-0.66, 0.32,-0.07,-1.95, 0.12,0.26,1.09, 0.88,-0.13,-1.99, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.054,0.51,-0.02,-0.66, 0.32,-0.07,-1.95, 0.12,0.26,1.09, 0.88,-0.13,-1.99, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.065,0.51,-0.02,-0.66, 0.32,-0.07,-1.95, 0.12,0.26,1.09, 0.88,-0.13,-1.99, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.076,0.51,-0.02,-0.66, 0.32,-0.07,-1.95, 0.12,0.26,1.09, 0.88,-0.13,-1.99, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.085,0.51,-0.02,-0.66, 0.32,-0.07,-1.95, 0.12,0.26,1.09, 0.88,-0.13,-1.99, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.096,0.51,-0.02,-0.66, 0.32,-0.07,-1.95, 0.12,0.26,1.09, 0.88,-0.13,-1.99, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.106,0.51,-0.03,-0.66, 0.32,-0.07,-1.95, 0.12,0.26,1.09, 0.88,-0.13,-1.99, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.117,0.51,-0.03,-0.66, 0.33,-0.06,-2.05, 0.12,0.26,1.09, 0.88,-0.13,-1.99, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.128,0.51,-0.03,-0.66, 0.33,-0.06,-2.05, 0.12,0.26,1.09, 0.88,-0.13,-1.99, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.137,0.51,-0.03,-0.66, 0.33,-0.06,-2.05, 0.12,0.26,1.09, 0.88,-0.13,-1.99, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.148,0.51,-0.03,-0.66, 0.33,-0.06,-2.05, 0.10,0.27,1.17, 0.88,-0.13,-1.99, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.159,0.51,-0.03,-0.66, 0.33,-0.06,-2.05, 0.10,0.27,1.17, 0.98,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.17,0.51,-0.03,-0.66, 0.33,-0.06,-2.05, 0.10,0.27,1.17, 0.98,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.179,0.51,-0.03,-0.66, 0.33,-0.06,-2.05, 0.10,0.27,1.17, 0.98,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.189,0.51,-0.03,-0.66, 0.33,-0.06,-2.05, 0.10,0.27,1.17, 0.98,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.2,0.51,-0.03,-0.66, 0.33,-0.06,-2.05, 0.10,0.27,1.17, 0.98,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.211,0.51,-0.03,-0.66, 0.33,-0.06,-2.05, 0.10,0.27,1.17, 0.98,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.221,0.51,-0.03,-0.66, 0.33,-0.06,-2.05, 0.10,0.27,1.17, 0.98,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.231,0.51,-0.03,-0.66, 0.33,-0.04,-2.15, 0.10,0.27,1.17, 0.98,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.241,0.51,-0.03,-0.66, 0.33,-0.04,-2.15, 0.10,0.27,1.17, 0.98,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.252,0.51,-0.04,-0.66, 0.33,-0.04,-2.15, 0.10,0.27,1.17, 0.98,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.263,0.51,-0.04,-0.66, 0.33,-0.04,-2.15, 0.08,0.29,1.22, 0.98,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.272,0.51,-0.04,-0.66, 0.33,-0.04,-2.15, 0.08,0.29,1.22, 0.98,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.282,0.51,-0.04,-0.66, 0.33,-0.04,-2.15, 0.08,0.29,1.22, 1.02,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.293,0.51,-0.04,-0.66, 0.33,-0.04,-2.15, 0.08,0.29,1.22, 1.02,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.304,0.51,-0.04,-0.66, 0.33,-0.04,-2.15, 0.08,0.29,1.22, 1.02,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.315,0.51,-0.04,-0.66, 0.33,-0.05,-2.11, 0.08,0.29,1.22, 1.02,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.324,0.51,-0.04,-0.66, 0.33,-0.05,-2.11, 0.08,0.29,1.22, 1.02,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.334,0.51,-0.04,-0.66, 0.33,-0.05,-2.11, 0.08,0.29,1.22, 1.02,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.345,0.51,-0.04,-0.66, 0.33,-0.05,-2.11, 0.08,0.29,1.22, 1.02,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.356,0.51,-0.04,-0.66, 0.33,-0.05,-2.11, 0.08,0.29,1.22, 1.02,-0.12,-2.06, 0.12,0.08,-0.85, 0.00,0.00,0.00, 0.00,0.00,0.00
189.367,0.51,-0.04,-0.66, 0.33,-0.05,-2.11, 0.08,0.29,1.22, 1.02,-0.12,-2.06, 0.19,0.09,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.376,0.51,-0.04,-0.66, 0.33,-0.05,-2.11, 0.07,0.26,1.24, 1.02,-0.12,-2.06, 0.19,0.09,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.386,0.50,-0.03,-0.67, 0.33,-0.05,-2.11, 0.07,0.26,1.24, 1.02,-0.12,-2.06, 0.19,0.09,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.397,0.50,-0.03,-0.67, 0.33,-0.05,-2.11, 0.07,0.26,1.24, 1.02,-0.12,-2.06, 0.19,0.09,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.408,0.50,-0.03,-0.67, 0.33,-0.05,-2.11, 0.07,0.26,1.24, 1.02,-0.12,-2.06, 0.19,0.09,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.417,0.50,-0.03,-0.67, 0.33,-0.05,-2.11, 0.07,0.26,1.24, 1.04,-0.11,-2.07, 0.19,0.09,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.428,0.50,-0.03,-0.67, 0.33,-0.05,-2.11, 0.07,0.26,1.24, 1.04,-0.11,-2.07, 0.19,0.09,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.438,0.50,-0.03,-0.67, 0.33,-0.05,-2.11, 0.07,0.26,1.24, 1.04,-0.11,-2.07, 0.19,0.09,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.449,0.50,-0.03,-0.67, 0.33,-0.05,-2.11, 0.07,0.26,1.24, 1.04,-0.11,-2.07, 0.21,0.11,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.46,0.50,-0.03,-0.67, 0.34,-0.07,-2.11, 0.07,0.26,1.24, 1.04,-0.11,-2.07, 0.21,0.11,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.469,0.50,-0.03,-0.67, 0.34,-0.07,-2.11, 0.07,0.26,1.24, 1.04,-0.11,-2.07, 0.21,0.11,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.48,0.50,-0.03,-0.67, 0.34,-0.07,-2.11, 0.07,0.26,1.24, 1.04,-0.11,-2.07, 0.21,0.11,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.49,0.50,-0.03,-0.67, 0.34,-0.07,-2.11, 0.07,0.26,1.24, 1.00,-0.13,-2.12, 0.21,0.11,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.501,0.51,-0.04,-0.68, 0.34,-0.07,-2.11, 0.07,0.26,1.24, 1.00,-0.13,-2.12, 0.21,0.11,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.51,0.51,-0.04,-0.68, 0.34,-0.07,-2.11, 0.07,0.26,1.24, 1.00,-0.13,-2.12, 0.21,0.11,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.521,0.51,-0.04,-0.68, 0.34,-0.07,-2.11, 0.07,0.26,1.24, 1.00,-0.13,-2.12, 0.21,0.11,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.532,0.51,-0.04,-0.68, 0.34,-0.07,-2.11, 0.07,0.26,1.24, 1.00,-0.13,-2.12, 0.21,0.11,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.542,0.51,-0.04,-0.68, 0.34,-0.07,-2.11, 0.07,0.26,1.24, 1.00,-0.13,-2.12, 0.21,0.11,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.553,0.51,-0.04,-0.68, 0.34,-0.07,-2.11, 0.07,0.26,1.24, 1.00,-0.13,-2.12, 0.21,0.11,-1.01, 0.00,0.00,0.00, 0.00,0.00,0.00
189.562,0.51,-0.04,-0.68, 0.34,-0.07,-2.11, 0.07,0.26,1.24, 1.00,-0.13,-2.12, 0.21,0.13,-0.97, 0.00,0.00,0.00, 0.00,0.00,0.00
189.573,0.51,-0.04,-0.68, 0.34,-0.07,-2.11, 0.07,0.26,1.24, 1.00,-0.13,-2.12, 0.21,0.13,-0.97, 0.00,0.00,0.00, 0.00,0.00,0.00
189.584,0.51,-0.04,-0.68, 0.34,-0.07,-2.12, 0.07,0.26,1.24, 1.00,-0.13,-2.12, 0.21,0.13,-0.97, 0.00,0.00,0.00, 0.00,0.00,0.00
189.594,0.51,-0.04,-0.68, 0.34,-0.07,-2.12, 0.07,0.26,1.24, 1.00,-0.13,-2.12, 0.21,0.13,-0.97, 0.00,0.00,0.00, 0.00,0.00,0.00
189.604,0.51,-0.04,-0.68, 0.34,-0.07,-2.12, 0.07,0.26,1.24, 1.00,-0.13,-2.12, 0.21,0.13,-0.97, 0.00,0.00,0.00, 0.00,0.00,0.00
189.614,0.51,-0.04,-0.68, 0.34,-0.07,-2.12, 0.07,0.26,1.24, 1.00,-0.13,-2.12, 0.21,0.13,-0.97, 0.00,0.00,0.00, 0.00,0.00,0.00
189.625,0.51,-0.04,-0.68, 0.34,-0.07,-2.12, 0.07,0.26,1.24, 1.00,-0.13,-2.12, 0.21,0.13,-0.97, 0.00,0.00,0.00, 0.00,0.00,0.00
189.636,0.51,-0.04,-0.68, 0.34,-0.07,-2.12, 0.07,0.26,1.24, 0.93,-0.11,-2.06, 0.21,0.13,-0.97, 0.00,0.00,0.00, 0.00,0.00,0.00
189.646,0.51,-0.04,-0.68, 0.34,-0.07,-2.12, 0.08,0.27,1.22, 0.93,-0.11,-2.06, 0.21,0.13,-0.97, 0.00,0.00,0.00, 0.00,0.00,0.00
189.656,0.51,-0.04,-0.68, 0.34,-0.07,-2.12, 0.08,0.27,1.22, 0.93,-0.11,-2.06, 0.21,0.13,-0.97, 0.00,0.00,0.00, 0.00,0.00,0.00
189.666,0.51,-0.04,-0.68, 0.34,-0.07,-2.12, 0.08,0.27,1.22, 0.93,-0.11,-2.06, 0.21,0.13,-0.97, 0.00,0.00,0.00, 0.00,0.00,0.00
189.677,0.51,-0.04,-0.68, 0.34,-0.07,-2.12, 0.08,0.27,1.22, 0.93,-0.11,-2.06, 0.21,0.13,-0.97, 0.00,0.00,0.00, 0.00,0.00,0.00
189.688,0.51,-0.04,-0.68, 0.34,-0.07,-2.12, 0.08,0.27,1.22, 0.93,-0.11,-2.06, 0.21,0.13,-0.97, 0.00,0.00,0.00, 0.00,0.00,0.00
189.699,0.51,-0.04,-0.68, 0.34,-0.07,-2.12, 0.08,0.27,1.22, 0.93,-0.11,-2.06, 0.24,0.13,-0.99, 0.00,0.00,0.00, 0.00,0.00,0.00
189.708,0.50,-0.05,-0.69, 0.34,-0.07,-2.12, 0.08,0.27,1.22, 0.93,-0.11,-2.06, 0.24,0.13,-0.99, 0.00,0.00,0.00, 0.00,0.00,0.00
189.718,0.50,-0.05,-0.69, 0.34,-0.08,-2.09, 0.08,0.27,1.22, 0.93,-0.11,-2.06, 0.24,0.13,-0.99, 0.00,0.00,0.00, 0.00,0.00,0.00
189.729,0.50,-0.05,-0.69, 0.34,-0.08,-2.09, 0.08,0.27,1.22, 0.93,-0.11,-2.06, 0.24,0.13,-0.99, 0.00,0.00,0.00, 0.00,0.00,0.00
189.74,0.50,-0.05,-0.69, 0.34,-0.08,-2.09, 0.08,0.27,1.22, 0.93,-0.11,-2.06, 0.24,0.13,-0.99, 0.00,0.00,0.00, 0.00,0.00,0.00
