tiempo,yaw1,pitch1,roll1,yaw2,pitch2,roll2,yaw3,pitch3,roll3,yaw4,pitch4,roll4,yaw5,pitch5,roll5,yaw6,pitch6,roll6,paso,dist
88.984,-0.26,0.01,0.33,0.36,-0.04,-0.58,-0.33,0.01,0.81,-1.04,-0.11,-0.39,-1.24,0.03,0.79,-0.33,-0.03,0.84,0.00,5.00
88.992,-0.26,-0.01,0.34,0.36,-0.04,-0.58,-0.33,0.01,0.81,-1.04,-0.09,-0.38,-1.24,0.03,0.79,-0.33,-0.03,0.84,0.00,5.00
89.003,-0.26,-0.01,0.34,0.36,-0.04,-0.58,-0.33,0.01,0.81,-1.04,-0.09,-0.38,-1.24,0.03,0.79,-0.33,-0.03,0.84,0.00,5.00
89.012,-0.26,-0.01,0.34,0.36,-0.04,-0.58,-0.33,0.01,0.81,-1.04,-0.09,-0.38,-1.24,0.03,0.79,-0.33,-0.03,0.84,0.00,5.00
89.022,-0.26,-0.01,0.34,0.36,-0.04,-0.58,-0.33,0.01,0.81,-1.04,-0.09,-0.38,-1.24,0.03,0.79,-0.33,-0.03,0.84,0.00,5.00
89.033,-0.26,-0.01,0.34,0.36,-0.04,-0.58,-0.33,0.01,0.81,-1.04,-0.09,-0.38,-1.24,0.03,0.79,-0.33,-0.03,0.84,0.00,5.00
89.041,-0.26,-0.01,0.34,0.31,-0.03,-0.59,-0.33,0.01,0.81,-1.04,-0.09,-0.38,-1.24,0.03,0.79,-0.33,-0.03,0.84,0.00,4.00
89.052,-0.26,-0.01,0.34,0.31,-0.03,-0.59,-0.33,0.01,0.81,-1.04,-0.09,-0.38,-1.24,0.03,0.79,-0.33,-0.03,0.84,0.00,4.00
89.062,-0.26,-0.01,0.34,0.31,-0.03,-0.59,-0.33,0.01,0.81,-1.04,-0.09,-0.38,-1.24,0.03,0.79,-0.33,-0.03,0.84,0.00,4.00
89.071,-0.26,-0.01,0.34,0.31,-0.03,-0.59,-0.29,0.01,0.82,-1.04,-0.09,-0.38,-1.24,0.03,0.79,-0.33,-0.03,0.84,0.00,4.00
89.08,-0.26,-0.01,0.34,0.31,-0.03,-0.59,-0.29,0.01,0.82,-1.04,-0.09,-0.38,-1.24,0.03,0.79,-0.33,-0.03,0.84,0.00,4.00
89.091,-0.26,-0.01,0.34,0.31,-0.03,-0.59,-0.29,0.01,0.82,-1.04,-0.09,-0.38,-1.24,0.03,0.79,-0.33,-0.03,0.84,0.00,4.00
89.1,-0.26,-0.01,0.34,0.31,-0.03,-0.59,-0.29,0.01,0.82,-1.04,-0.09,-0.38,-1.24,0.03,0.79,-0.31,-0.01,0.83,0.00,4.00
89.11,-0.24,-0.02,0.33,0.31,-0.03,-0.59,-0.29,0.01,0.82,-1.04,-0.09,-0.38,-1.24,0.03,0.79,-0.31,-0.01,0.83,0.00,5.00
89.121,-0.24,-0.02,0.33,0.31,-0.03,-0.59,-0.29,0.01,0.82,-1.04,-0.09,-0.38,-1.24,0.03,0.79,-0.31,-0.01,0.83,0.00,5.00
89.129,-0.24,-0.02,0.33,0.31,-0.03,-0.59,-0.29,0.01,0.82,-1.04,-0.09,-0.38,-1.24,0.03,0.79,-0.31,-0.01,0.83,0.00,4.00
89.14,-0.24,-0.02,0.33,0.31,-0.03,-0.59,-0.29,0.01,0.82,-1.04,-0.09,-0.38,-1.24,0.03,0.79,-0.31,-0.01,0.83,0.00,4.00
89.149,-0.24,-0.02,0.33,0.31,-0.03,-0.59,-0.29,0.01,0.82,-1.07,-0.09,-0.40,-1.24,0.03,0.79,-0.31,-0.01,0.83,0.00,4.00
89.159,-0.24,-0.02,0.33,0.31,-0.03,-0.59,-0.29,0.01,0.82,-1.07,-0.09,-0.40,-1.24,0.03,0.79,-0.31,-0.01,0.83,0.00,4.00
89.168,-0.24,-0.02,0.33,0.30,-0.03,-0.60,-0.28,0.01,0.83,-1.07,-0.09,-0.40,-1.24,0.03,0.79,-0.31,-0.01,0.83,0.00,5.00
89.179,-0.24,-0.02,0.33,0.30,-0.03,-0.60,-0.28,0.01,0.83,-1.07,-0.09,-0.40,-1.24,0.03,0.79,-0.31,-0.01,0.83,0.00,5.00
89.189,-0.24,-0.02,0.33,0.30,-0.03,-0.60,-0.28,0.01,0.83,-1.07,-0.09,-0.40,-1.24,0.03,0.79,-0.29,-0.03,0.86,0.00,5.00
89.198,-0.24,-0.02,0.33,0.30,-0.03,-0.60,-0.28,0.01,0.83,-1.07,-0.09,-0.40,-1.24,0.03,0.79,-0.29,-0.03,0.86,0.00,5.00
89.209,-0.24,-0.02,0.33,0.30,-0.03,-0.60,-0.28,0.01,0.83,-1.07,-0.09,-0.40,-1.24,0.03,0.79,-0.29,-0.03,0.86,0.00,4.00
89.218,-0.24,-0.02,0.33,0.30,-0.03,-0.60,-0.28,0.01,0.83,-1.07,-0.09,-0.40,-1.24,0.03,0.79,-0.29,-0.03,0.86,0.00,4.00
89.228,-0.26,-0.02,0.36,0.30,-0.03,-0.60,-0.28,0.01,0.83,-1.07,-0.09,-0.40,-1.24,0.03,0.79,-0.29,-0.03,0.86,0.00,4.00
89.237,-0.26,-0.02,0.36,0.30,-0.03,-0.60,-0.28,0.01,0.83,-1.07,-0.09,-0.40,-1.16,0.04,0.82,-0.29,-0.03,0.86,0.00,4.00
89.247,-0.26,-0.02,0.36,0.30,-0.03,-0.60,-0.28,0.01,0.83,-1.07,-0.09,-0.40,-1.16,0.04,0.82,-0.29,-0.03,0.86,0.00,4.00
89.256,-0.26,-0.02,0.36,0.30,-0.03,-0.60,-0.28,0.01,0.83,-1.05,-0.08,-0.40,-1.16,0.04,0.82,-0.29,-0.03,0.86,0.00,4.00
89.267,-0.26,-0.02,0.36,0.30,-0.03,-0.60,-0.28,0.01,0.83,-1.05,-0.08,-0.40,-1.16,0.04,0.82,-0.29,-0.03,0.86,0.00,4.00
89.277,-0.26,-0.02,0.36,0.29,-0.01,-0.61,-0.28,0.01,0.83,-1.05,-0.08,-0.40,-1.16,0.04,0.82,-0.29,-0.03,0.86,0.00,4.00
89.286,-0.26,-0.02,0.36,0.29,-0.01,-0.61,-0.28,0.01,0.83,-1.05,-0.08,-0.40,-1.16,0.04,0.82,-0.29,-0.03,0.86,0.00,4.00
89.297,-0.26,-0.02,0.36,0.29,-0.01,-0.61,-0.26,-0.00,0.84,-1.05,-0.08,-0.40,-1.16,0.04,0.82,-0.29,-0.03,0.86,0.00,5.00
89.307,-0.26,-0.02,0.36,0.29,-0.01,-0.61,-0.26,-0.00,0.84,-1.05,-0.08,-0.40,-1.13,0.01,0.84,-0.29,-0.03,0.86,0.00,5.00
89.316,-0.26,-0.02,0.36,0.29,-0.01,-0.61,-0.26,-0.00,0.84,-1.05,-0.08,-0.40,-1.13,0.01,0.84,-0.29,-0.03,0.86,0.00,5.00
89.326,-0.26,-0.06,0.36,0.29,-0.01,-0.61,-0.26,-0.00,0.84,-1.05,-0.08,-0.40,-1.13,0.01,0.84,-0.29,-0.03,0.86,0.00,5.00
89.34,-0.26,-0.06,0.36,0.29,-0.01,-0.61,-0.26,-0.00,0.84,-1.05,-0.08,-0.40,-1.13,0.01,0.84,-0.26,-0.05,0.87,0.00,5.00
89.348,-0.26,-0.06,0.36,0.29,-0.01,-0.61,-0.26,-0.00,0.84,-1.05,-0.08,-0.40,-1.13,0.01,0.84,-0.26,-0.05,0.87,0.00,5.00
89.356,-0.26,-0.06,0.36,0.29,-0.01,-0.61,-0.26,-0.00,0.84,-1.05,-0.08,-0.40,-1.13,-0.00,0.88,-0.26,-0.05,0.87,0.00,5.00
89.367,-0.26,-0.06,0.36,0.29,-0.01,-0.61,-0.26,-0.00,0.84,-1.05,-0.08,-0.40,-1.13,-0.00,0.88,-0.26,-0.05,0.87,0.00,5.00
89.376,-0.26,-0.06,0.36,0.29,-0.01,-0.61,-0.26,-0.00,0.84,-1.05,-0.08,-0.40,-1.13,-0.00,0.88,-0.26,-0.05,0.87,0.00,5.00
89.385,-0.26,-0.06,0.36,0.31,-0.01,-0.63,-0.26,-0.00,0.84,-1.04,-0.08,-0.41,-1.13,-0.00,0.88,-0.26,-0.05,0.87,0.00,5.00
89.395,-0.26,-0.06,0.36,0.31,-0.01,-0.63,-0.26,-0.00,0.84,-1.04,-0.08,-0.41,-1.13,-0.00,0.88,-0.26,-0.05,0.87,0.00,5.00
89.412,-0.26,-0.06,0.36,0.31,-0.01,-0.63,-0.26,-0.00,0.84,-1.04,-0.08,-0.41,-1.13,-0.00,0.88,-0.26,-0.05,0.87,0.00,5.00
89.418,-0.26,-0.06,0.36,0.31,-0.01,-0.63,-0.29,-0.00,0.88,-1.04,-0.08,-0.41,-1.13,-0.00,0.88,-0.26,-0.05,0.87,0.00,5.00
89.426,-0.26,-0.06,0.36,0.31,-0.01,-0.63,-0.29,-0.00,0.88,-1.04,-0.08,-0.41,-1.13,-0.00,0.88,-0.26,-0.05,0.87,0.00,4.00
89.437,-0.28,0.01,0.36,0.31,-0.01,-0.63,-0.29,-0.00,0.88,-1.04,-0.08,-0.41,-1.13,-0.00,0.88,-0.31,-0.05,0.90,0.00,4.00
89.445,-0.28,0.01,0.36,0.31,-0.01,-0.63,-0.29,-0.00,0.88,-1.04,-0.08,-0.41,-1.13,-0.00,0.88,-0.31,-0.05,0.90,0.00,4.00
89.454,-0.28,0.01,0.36,0.31,-0.01,-0.63,-0.29,-0.00,0.88,-1.04,-0.08,-0.41,-1.13,-0.00,0.88,-0.31,-0.05,0.90,0.00,4.00
89.464,-0.28,0.01,0.36,0.31,-0.01,-0.63,-0.29,-0.00,0.88,-1.04,-0.08,-0.41,-1.13,-0.00,0.88,-0.31,-0.05,0.90,0.00,5.00
89.475,-0.28,0.01,0.36,0.31,-0.01,-0.63,-0.29,-0.00,0.88,-1.04,-0.08,-0.41,-1.13,-0.00,0.88,-0.31,-0.05,0.90,0.00,5.00
89.483,-0.28,0.01,0.36,0.35,0.01,-0.70,-0.29,-0.00,0.88,-1.04,-0.08,-0.41,-1.13,-0.00,0.88,-0.31,-0.05,0.90,0.00,5.00
89.494,-0.28,0.01,0.36,0.35,0.01,-0.70,-0.29,-0.00,0.88,-1.03,-0.13,-0.47,-1.13,-0.00,0.88,-0.31,-0.05,0.90,0.00,5.00
89.503,-0.28,0.01,0.36,0.35,0.01,-0.70,-0.33,-0.02,0.83,-1.03,-0.13,-0.47,-1.13,-0.00,0.88,-0.31,-0.05,0.90,0.00,5.00
89.514,-0.28,0.01,0.36,0.35,0.01,-0.70,-0.33,-0.02,0.83,-1.03,-0.13,-0.47,-1.18,-0.02,0.86,-0.31,-0.05,0.90,0.00,5.00
89.522,-0.28,0.01,0.36,0.35,0.01,-0.70,-0.33,-0.02,0.83,-1.03,-0.13,-0.47,-1.18,-0.02,0.86,-0.31,-0.05,0.90,0.00,5.00
89.533,-0.28,0.01,0.36,0.35,0.01,-0.70,-0.33,-0.02,0.83,-1.03,-0.13,-0.47,-1.18,-0.02,0.86,-0.31,-0.05,0.90,0.00,5.00
89.543,-0.28,0.01,0.36,0.35,0.01,-0.70,-0.33,-0.02,0.83,-1.03,-0.13,-0.47,-1.18,-0.02,0.86,-0.31,-0.05,0.90,0.00,5.00
89.552,-0.29,0.08,0.31,0.35,0.01,-0.70,-0.33,-0.02,0.83,-1.03,-0.13,-0.47,-1.18,-0.02,0.86,-0.38,-0.05,0.85,0.00,5.00
89.562,-0.29,0.08,0.31,0.35,0.01,-0.70,-0.33,-0.02,0.83,-1.03,-0.13,-0.47,-1.18,-0.02,0.86,-0.38,-0.05,0.85,0.00,5.00
89.571,-0.29,0.08,0.31,0.35,0.01,-0.70,-0.33,-0.02,0.83,-1.03,-0.13,-0.47,-1.18,-0.02,0.86,-0.38,-0.05,0.85,0.00,4.00
89.582,-0.29,0.08,0.31,0.35,0.01,-0.70,-0.33,-0.02,0.83,-1.03,-0.13,-0.47,-1.18,-0.02,0.86,-0.38,-0.05,0.85,0.00,4.00
89.591,-0.29,0.08,0.31,0.35,0.01,-0.70,-0.33,-0.02,0.83,-1.03,-0.13,-0.47,-1.18,-0.02,0.86,-0.38,-0.05,0.85,0.00,5.00
89.602,-0.29,0.08,0.31,0.37,0.01,-0.65,-0.33,-0.02,0.83,-1.01,-0.18,-0.46,-1.18,-0.02,0.86,-0.38,-0.05,0.85,0.00,5.00
89.612,-0.29,0.08,0.31,0.37,0.01,-0.65,-0.35,-0.03,0.83,-1.01,-0.18,-0.46,-1.18,-0.02,0.86,-0.38,-0.05,0.85,0.00,5.00
89.621,-0.29,0.08,0.31,0.37,0.01,-0.65,-0.35,-0.03,0.83,-1.01,-0.18,-0.46,-1.18,-0.02,0.86,-0.38,-0.05,0.85,0.00,5.00
89.631,-0.29,0.08,0.31,0.37,0.01,-0.65,-0.35,-0.03,0.83,-1.01,-0.18,-0.46,-1.18,-0.02,0.86,-0.38,-0.05,0.85,0.00,5.00
89.64,-0.29,0.08,0.31,0.37,0.01,-0.65,-0.35,-0.03,0.83,-1.01,-0.18,-0.46,-1.18,-0.02,0.86,-0.38,-0.05,0.85,0.00,5.00
89.65,-0.29,0.08,0.31,0.37,0.01,-0.65,-0.35,-0.03,0.83,-1.01,-0.18,-0.46,-1.18,-0.02,0.86,-0.38,-0.05,0.85,0.00,5.00
89.659,-0.31,0.03,0.31,0.37,0.01,-0.65,-0.35,-0.03,0.83,-1.01,-0.18,-0.46,-1.18,-0.02,0.86,-0.38,-0.05,0.85,0.00,5.00
89.67,-0.31,0.03,0.31,0.37,0.01,-0.65,-0.35,-0.03,0.83,-1.01,-0.18,-0.46,-1.18,-0.02,0.86,-0.38,-0.05,0.85,0.00,5.00
89.679,-0.31,0.03,0.31,0.37,0.01,-0.65,-0.35,-0.03,0.83,-1.01,-0.18,-0.46,-1.18,-0.02,0.86,-0.38,-0.05,0.85,0.00,5.00
89.689,-0.31,0.03,0.31,0.37,0.01,-0.65,-0.35,-0.03,0.83,-1.01,-0.18,-0.46,-1.18,-0.02,0.86,-0.38,-0.05,0.85,0.00,5.00
89.7,-0.31,0.03,0.31,0.37,0.01,-0.65,-0.35,-0.03,0.83,-1.01,-0.18,-0.46,-1.18,-0.02,0.86,-0.32,-0.06,0.84,0.00,5.00
89.708,-0.31,0.03,0.31,0.37,0.01,-0.65,-0.35,-0.03,0.83,-1.01,-0.18,-0.46,-1.18,-0.02,0.86,-0.32,-0.06,0.84,0.00,5.00
89.719,-0.31,0.03,0.31,0.37,0.01,-0.65,-0.35,-0.03,0.83,-1.01,-0.12,-0.48,-1.18,-0.02,0.86,-0.32,-0.06,0.84,0.00,5.00
89.728,-0.31,0.03,0.31,0.37,0.01,-0.65,-0.35,-0.03,0.83,-1.01,-0.12,-0.48,-1.18,-0.02,0.86,-0.32,-0.06,0.84,0.00,5.00
89.738,-0.31,0.03,0.31,0.35,0.01,-0.69,-0.35,-0.03,0.83,-1.01,-0.12,-0.48,-1.18,-0.02,0.86,-0.32,-0.06,0.84,0.00,5.00
89.747,-0.31,0.03,0.31,0.35,0.01,-0.69,-0.35,-0.03,0.83,-1.01,-0.12,-0.48,-1.18,-0.02,0.86,-0.32,-0.06,0.84,0.00,5.00
89.758,-0.31,0.03,0.31,0.35,0.01,-0.69,-0.33,-0.02,0.82,-1.01,-0.12,-0.48,-1.18,-0.02,0.86,-0.32,-0.06,0.84,0.00,5.00
89.768,-0.31,0.03,0.31,0.35,0.01,-0.69,-0.33,-0.02,0.82,-1.01,-0.12,-0.48,-1.18,-0.02,0.86,-0.32,-0.06,0.84,0.00,5.00
89.777,-0.31,0.01,0.31,0.35,0.01,-0.69,-0.33,-0.02,0.82,-1.01,-0.12,-0.48,-1.17,-0.02,0.87,-0.32,-0.06,0.84,0.00,5.00
89.788,-0.31,0.01,0.31,0.35,0.01,-0.69,-0.33,-0.02,0.82,-1.01,-0.12,-0.48,-1.17,-0.02,0.87,-0.32,-0.06,0.84,0.00,5.00
89.796,-0.31,0.01,0.31,0.35,0.01,-0.69,-0.33,-0.02,0.82,-1.01,-0.12,-0.48,-1.17,-0.02,0.87,-0.32,-0.06,0.84,0.00,5.00
89.807,-0.31,0.01,0.31,0.35,0.01,-0.69,-0.33,-0.02,0.82,-1.01,-0.12,-0.48,-1.17,-0.02,0.87,-0.32,-0.06,0.84,0.00,5.00
89.816,-0.31,0.01,0.31,0.35,0.01,-0.69,-0.33,-0.02,0.82,-1.01,-0.12,-0.48,-1.17,-0.02,0.87,-0.32,-0.06,0.84,0.00,5.00
89.826,-0.31,0.01,0.31,0.35,0.01,-0.69,-0.33,-0.02,0.82,-1.01,-0.12,-0.48,-1.17,-0.02,0.87,-0.31,-0.07,0.89,0.00,5.00
89.835,-0.31,0.01,0.31,0.35,0.01,-0.69,-0.33,-0.02,0.82,-1.01,-0.12,-0.47,-1.17,-0.02,0.87,-0.31,-0.07,0.89,0.00,5.00
89.845,-0.31,0.01,0.31,0.36,0.01,-0.71,-0.33,-0.02,0.82,-1.01,-0.12,-0.47,-1.17,-0.02,0.87,-0.31,-0.07,0.89,0.00,5.00
89.856,-0.31,0.01,0.31,0.36,0.01,-0.71,-0.32,-0.04,0.87,-1.01,-0.12,-0.47,-1.17,-0.02,0.87,-0.31,-0.07,0.89,0.00,5.00
